"";"region";"iso3c";"country";"year";"system";"leader";"party_name";"pf_party_id";"party_short";"cg_pcp_sexp";"cg_prop_sexp";"cg_prop_def";"cg_gdp_sexp";"n_sp";"n_cct";"n_lpi";"n_ncp";"all_cmd_imports";"real_cmd_exports_pcp";"pop";"maj";"execrlc";"exelec";"statecap_baseline";"v2x_polyarchy";"demstock_one";"gdp_pcp_ppp";"inf_eop_g";"unemp";"gg_rev";"cgov_debt";"kof_trade_df";"kof_trade_dj";"def_prop_gdp";"milex";"urban_pop";"dp_ratio_old";"dp_ratio_yg";"civtot";"ajr_settmort";"dist";"v2pariglef_ord";"milex_pop"
"301";"Caribbean";"KNA";"St. Kitts & Nevis";2006;;;;;;;;;;0;0;0;0;86137;42,3673696924649;47;;;;;;;21881,513;7,922;;31,268;98,539410897628;53,7807235717773;;;;31,8364279281447;10,7998725302741;37,6067558954748;;;2003599,9510677;;
"302";"Caribbean";"KNA";"St. Kitts & Nevis";2007;;;;;;;;;;0;0;0;0;80007;37,3722716928106;47;;;;;;;21759,566;2,852;;29,3;92,926772613604;53,1482963562012;;;;31,6967077874804;10,7178904870048;36,6010598031794;;;2003599,9510677;;
"303";"Caribbean";"KNA";"St. Kitts & Nevis";2008;;;;;;;;;;0;0;0;0;107756;63,3932777540075;47;;;;;;;23928,09;6,479;;27,302;84,669908795101;54,3675231933594;;;;31,5615339709202;10,6986489867401;35,7705779334501;;;2003599,9510677;;
"304";"Caribbean";"KNA";"St. Kitts & Nevis";2009;;;;;;;;;;0;0;0;0;95725;57,6135416289101;47;;;;;;;22867,782;1,183;;29,162;87,115791664383;48,9120941162109;;;;31,4311032932653;10,728694680653;34,8736887840606;;;2003599,9510677;;
"305";"Caribbean";"KNA";"St. Kitts & Nevis";2010;;;;;;;;;;0;0;0;0;73153;32,48730964467;47;;;;;;;22629,186;4,291;;27,045;91,267071756437;47,4398155212402;;;;31,3056125693165;10,7762472651074;33,5829404332686;;;2003599,9510677;;
"306";"Caribbean";"KNA";"St. Kitts & Nevis";2011;;;;;;;;;;0;0;0;0;164068;51,3623551518948;48;;;;;;;22746,988;2,037;;31,87;85,936486412653;45,2526779174805;;;;31,2000648379646;10,6408300274641;32,4351541043637;;;2003599,9510677;;
"307";"Caribbean";"KNA";"St. Kitts & Nevis";2012;;;;;;;;;;0;0;0;0;60583;75,0374485083011;48;;;;;;;22377,686;0,506;;32,149;81,670159057271;45,2419776916504;;;;31,2035138804223;10,4563713793832;31,5986589749011;;;2003599,9510677;;
"308";"Caribbean";"KNA";"St. Kitts & Nevis";2013;;;;;;;;;;0;0;0;0;58120;54,982764023817;48;;;;;;;23397,32;0,613;;40,672;56,080814268554;48,4976692199707;;;;31,2131485582887;10,4417670682731;30,6269855541569;;;2003599,9510677;;
"309";"Caribbean";"KNA";"St. Kitts & Nevis";2014;;;;;;;;;;0;0;0;0;68992;108,022552601739;48;;;;;;;24905,55;-0,546;;37,536;44,902897592661;52,5177764892578;;;;31,2290015317909;10,482935102806;29,6337072633678;;;2003599,9510677;;
"310";"Caribbean";"KNA";"St. Kitts & Nevis";2015;;;;;;;;;;0;0;0;0;78003;80,2622730329522;48;;;;;;;24830,357;-2,396;;34,943;37,19870762776;52,995777130127;;;;31,2513929695583;10,6200976764836;28,7524049134231;;;2003599,9510677;;
"311";"Caribbean";"KNA";"St. Kitts & Nevis";2016;;;;;;;30,6004103297699;1,12404480059433;;0;0;0;0;83018;65,1275102494615;48;;;;;;;25540,381;0,028;;30,411;33,633990999449;52,7968940734863;;;;31,2806171906169;10,9067288671056;28,0846792051729;;;2003599,9510677;;
"312";"Caribbean";"KNA";"St. Kitts & Nevis";2017;;;;;;;30,8043852085641;1,18585281730114;;0;0;0;0;75856;110,741670624958;48;;;;;;;25286,343;0,756;;27,535;31,825533261853;50,4960594177246;;;;31,3169642505921;11,3233730955474;27,5953702610133;;;2003599,9510677;;
"313";"Caribbean";"KNA";"St. Kitts & Nevis";2018;;;;;;;24,5313202920815;0,908917461577753;;0;0;0;0;95532;105,396179347469;48;;;;;;;25544,468;-0,749;;36,978;25,403160805901;53,2471084594727;;;;31,3607229995076;11,8612976715287;27,2197402290009;;;2003599,9510677;;
"314";"Caribbean";"KNA";"St. Kitts & Nevis";2019;;;;;;;31,7345812681601;1,04578250509418;;0;0;0;0;114451;120,125140700523;48;;;;;;;26310,326;-0,837;;37,459;22,855284702672;52,2206535339355;;;;31,4121818392285;12,4862665914422;26,9323277013986;;;2003599,9510677;;
"315";"Caribbean";"KNA";"St. Kitts & Nevis";2020;;;;;;;;;;0;0;0;0;75642;114,562048767198;48;;;;;;;22252,03;-1,179;;35,046;25,504156308979;51,5841484069824;;;;31,4716289738952;13,1986511891618;26,66587090806;;;2003599,9510677;;
"316";"Caribbean";"LCA";"St. Lucia";1990;"Parliamentary";;;;;;;;;;;;;;;;0,58823532;"Right";0;;;;11248,742;6,012;;16,785;16,980750649892;65,1616287231445;;;;29,5389632139216;9,66423205613926;69,8160371831426;;;2371239,14656612;;
"317";"Caribbean";"LCA";"St. Lucia";1991;"Parliamentary";;;;;;;;;;;;;;;;0,58823532;"Right";0;;;;11137,116;6,31;;17,545;19,752859856512;65,1898956298828;;;;29,5736982837359;9,73199542741014;67,4812650831957;;;2371239,14656612;;
"318";"Caribbean";"LCA";"St. Lucia";1992;"Parliamentary";;;;;;;;;;;;;;;;0,64705884;"Right";0;;;;11846,005;3,156;;17,637;22,213208371812;66,4321670532227;;;;29,5408675059156;9,69097805135858;66,4154697506684;;;2371239,14656612;;
"319";"Caribbean";"LCA";"St. Lucia";1993;"Parliamentary";;;;;;;;;;;;;;;;0,64705884;"Right";0;;;;11740,684;0,728;;21,296;22,933580630703;65,1476821899414;;;;29,4587481057258;9,62868273679084;65,3481860238617;;;2371239,14656612;;
"320";"Caribbean";"LCA";"St. Lucia";1994;"Parliamentary";;;;;;;;;;;;;;;;0,64705884;"Right";0;;;;11772,7;5,857;;18,719;23,753568130887;63,6068916320801;;;;29,3316316964674;9,54004625765993;64,3911395121486;;;2371239,14656612;;
"321";"Caribbean";"LCA";"St. Lucia";1995;"Parliamentary";;;;;;;;;;;;;141184;411,715179215781;152;0,64705884;"Right";0;;;;11838,094;4,645;;18,887;22,896266795748;63,6480712890625;;;;29,1636117100817;9,42012082759908;63,4333232254904;;;2371239,14656612;;
"322";"Caribbean";"LCA";"St. Lucia";1996;"Parliamentary";;;;;;;;;;;;;124742;355,903606721056;154;0,64705884;"Right";0;;;;12055,689;-2,285;;18,258;24,054812486471;58,4118576049805;;;;28,9587815785097;9,27153826873562;62,1186228268052;;;2371239,14656612;;
"323";"Caribbean";"LCA";"St. Lucia";1997;"Parliamentary";;;;;;;;;;;;;136050;280,62247189253;155;0,64705884;"Right";0;;;;11857,712;1,937;;17,939;27,212357544421;59,0260887145996;;;;28,7212347336928;9,09970205007338;60,5194112153689;;;2371239,14656612;;
"324";"Caribbean";"LCA";"St. Lucia";1998;"Parliamentary";;;;;;;;;;;;;133145;259,997859284714;157;0,94117647;"Left";0;;;;12490,551;3,604;;20,792;29,449209293591;56,1338424682617;;;;28,4550646075721;9,24577105812834;58,1553912921136;;;2371239,14656612;;
"325";"Caribbean";"LCA";"St. Lucia";1999;"Parliamentary";;;;;;;;;;;;;131462;247,050879430648;158;0,94117647;"Left";0;;;;12710,55;1,999;;22,496;28,878456957244;55,7508010864258;;;;28,1643646320887;9,75121653219861;55,2990246676919;;;2371239,14656612;;
"326";"Caribbean";"LCA";"St. Lucia";2000;"Parliamentary";;;;;;;;;;;;;153526;187,93125;160;0,94117647;"Left";0;;;;12617,654;6,892;;19,754;32,451295995191;55,4248809814453;;;;27,8532282391838;10,3225939142149;52,7904322162007;;;2371239,14656612;;
"327";"Caribbean";"LCA";"St. Lucia";2001;"Parliamentary";;;;;;;;;;;;;216231;184,321559460866;161;0,94117647;"Left";0;;;;12104,468;2,974;;18,964;38,09251375021;57,2742958068848;;;;27,5160334778671;10,5850731844813;50,7197648432624;;;2371239,14656612;;
"328";"Caribbean";"LCA";"St. Lucia";2002;"Parliamentary";;;;;;;;;;;;;173490;169,00407750081;162;0,82352942;"Left";0;;;;12064,443;-0,676;;19,98;48,810757377313;54,5682754516602;;;;26,9383251458178;10,5010755659055;49,0004144382388;;;2371239,14656612;;
"329";"Caribbean";"LCA";"St. Lucia";2003;"Parliamentary";;;;;;;;;;;;;154143;233,586086414488;163;0,82352942;"Left";0;;;;12482,63;0,51;;19,316;45,589626010363;60,9479904174805;;;;26,0119584764195;10,3891329166586;47,2919367634823;;;2371239,14656612;;
"330";"Caribbean";"LCA";"St. Lucia";2004;"Parliamentary";;;;;;;;;;;;;182180;329,824623372954;164;0,82352942;"Left";0;;;;13292,701;3,499;;19,912;49,561341023574;63,6436004638672;;;;24,8459172882296;10,2632702433471;45,5538162326265;;;2371239,14656612;;
"331";"Caribbean";"LCA";"St. Lucia";2005;"Parliamentary";;;;;;;;;;;;;272440;286,315789473684;165;0,82352942;"Left";0;;;;13146,281;5,18;;19,281;51,897745805852;64,8017196655273;;;;23,5419158996884;10,1495259274422;43,7961162338448;;;2371239,14656612;;
"332";"Caribbean";"LCA";"St. Lucia";2006;"Parliamentary";;;;;;;;;;;;;328471;384,979762446866;166;0,82352942;"Left";0;;;;13908,078;0,675;;19,407;48,558291390732;66,0424346923828;;;;22,2016686292365;10,062163963158;42,0505892340414;;;2371239,14656612;;
"333";"Caribbean";"LCA";"St. Lucia";2007;"Parliamentary";;;;;;;;;;;;;437508;372,192595631217;168;0,64705884;"Right";0;;;;14089,684;6,794;;20,589;49,063918041292;64,8285980224609;;;;20,9268897953144;10,0973345044544;40,2584831591589;;;2371239,14656612;;
"334";"Caribbean";"LCA";"St. Lucia";2008;"Parliamentary";;;;;;;;;;;;;567400;478,579593190759;169;0,64705884;"Right";0;;;;14684,636;3,404;;21,626;46,677097893284;64,1380615234375;;;;19,8192937163625;10,2884394999912;38,5223646397151;;;2371239,14656612;;
"335";"Caribbean";"LCA";"St. Lucia";2009;"Parliamentary";;;;;;;;;;;;;431447;468,07796372382;170;0,64705884;"Right";0;;;;14313,47;-3,091;;21,636;50,990798862188;56,399772644043;;;;18,9805947108213;10,5750102075388;36,9947268288869;;;2371239,14656612;;
"336";"Caribbean";"LCA";"St. Lucia";2010;"Parliamentary";;;;;;;;;;;;;546956;526,560394217354;171;0,64705884;"Right";0;;;;14281,288;4,226;;21,751;53,004301456662;61,3691520690918;;;;18,5125070971313;10,7823496173011;35,5387750209757;;;2371239,14656612;;
"337";"Caribbean";"LCA";"St. Lucia";2011;"Parliamentary";;;;;;;;;;;;;597332;488,114261575103;172;0,64705884;"Right";0;;;;14870,591;4,784;;21,502;55,211170024268;60,5031814575195;;;;18,4743479557314;10,8700420090092;34,054291161237;;;2371239,14656612;;
"338";"Caribbean";"LCA";"St. Lucia";2012;"Parliamentary";;;;;;;;;;;;;498838;576,005680051201;173;0,64705884;"Left";0;;;;14730,451;5,009;;20,18;60,7630860064;59,2647705078125;;;;18,6193081275177;10,9650035370979;32,6719653780533;;;2371239,14656612;;
"339";"Caribbean";"LCA";"St. Lucia";2013;"Parliamentary";;;;;;;;;;;;;426900;534,624320556738;174;0,64705884;"Left";0;;;;14332,455;-0,746;;20,309;62,060753862461;53,8955841064453;;;;18,9258370999948;11,0609573610906;31,4825777383125;;;2371239,14656612;;
"340";"Caribbean";"LCA";"St. Lucia";2014;"Parliamentary";;;;;;;;;;;;;504257;499,140733274537;175;0,64705884;"Left";0;;;;14450,599;3,67;;20,328;62,366722868717;58,6992607116699;;;;19,3915445904726;11,1486816009364;30,393894072894;;;2371239,14656612;;
"341";"Caribbean";"LCA";"St. Lucia";2015;"Parliamentary";;;;;;;;;;;;;422959;619,601699578162;176;0,64705884;"Left";0;;;;14348,649;-2,604;;21,173;61,075202146879;56,2980613708496;;;;20,0204288176073;11,230066872428;29,3507265946502;;;2371239,14656612;;
"342";"Caribbean";"LCA";"St. Lucia";2016;"Parliamentary";;;;;;37,7790320591859;;;;;;;423382;401,192980461273;176;0,64705884;"Left";0;;;;14827,936;-2,834;;21,275;61,362296234906;56,8859634399414;;;;20,8164880000551;11,3182931873866;28,4071021732905;;;2371239,14656612;;
"343";"Caribbean";"LCA";"St. Lucia";2017;"Parliamentary";;;;;;37,7702692110785;;;;;;;485814;306,085340368932;177;0,64705884;"Right";0;;;;15264,071;1,979;;20,893;60,441446212703;59,8139610290527;;;;21,783720356472;11,4354655563967;27,6187547312642;;;2371239,14656612;;
"344";"Caribbean";"LCA";"St. Lucia";2018;"Parliamentary";;;;;;34,9392512337829;;;;;;;517424;179,366647070929;178;0,64705884;"Right";0;;;;15636,78;2,17;;22,088;60,648208202558;56,1627998352051;;;;22,9261241055144;11,5901762514479;26,9519143474314;;;2371239,14656612;;
"345";"Caribbean";"LCA";"St. Lucia";2019;"Parliamentary";;;;;;36,6172283251519;;;;;;;467627;261,915480183189;179;0,64705884;"Right";0;;;;15544,794;-0,703;;21,538;62,148261328281;57,6347503662109;;;;24,2476974658382;11,7782891974685;26,3516770591986;;;2371239,14656612;;
"346";"Caribbean";"LCA";"St. Lucia";2020;"Parliamentary";;;;;;34,9392512337829;;;;;;;348721;181,012892311415;179;0,64705884;"Right";0;;;;11835,096;-0,367;;21,56;99,696237576967;57,4183807373047;;;;25,7524386560998;12,003123719391;25,8193964417434;;;2371239,14656612;;
"347";"Caribbean";"VCT";"St. Vincent & Grenadines";1990;;;;;;;30,2249040043884;;;0;0;0;0;;;;;;;;;;7027,127;9,149;;25,386;30,205865498984;70,0119934082031;;;;43,857023029613;11,2053464873896;66,7117511337417;;;2394927,50570061;;
"348";"Caribbean";"VCT";"St. Vincent & Grenadines";1991;;;;;;;30,7082714214958;;;0;0;0;0;;;;;;;;;;7128,069;2,292;;25,755;30,236322217683;67,8957290649414;;;;43,9075600985447;11,2846513672182;64,8714406806266;;;2394927,50570061;;
"349";"Caribbean";"VCT";"St. Vincent & Grenadines";1992;;;;;;;30,6985294117647;;;0;0;0;0;;;;;;;;;;7624,347;3,073;;22,62;31,043559560392;70,0768814086914;;;;43,9730261698332;11,2483594534085;62,4720142052034;;;2394927,50570061;;
"350";"Caribbean";"VCT";"St. Vincent & Grenadines";1993;;;;;;;34,8535765722516;;;0;0;0;0;;;;;;;;;;7888,133;4,534;;21,306;31,743776589447;69,5933609008789;;;;44,0568821225065;11,1893000987917;60,1535071054032;;;2394927,50570061;;
"351";"Caribbean";"VCT";"St. Vincent & Grenadines";1994;;;;;;;36,3013698630137;;;0;0;0;0;;;;;;;;;;7786,511;0;;23,079;35,863575098786;70,6087417602539;;;;44,155714886646;11,1396011396011;58,1781376518219;;;2394927,50570061;;
"352";"Caribbean";"VCT";"St. Vincent & Grenadines";1995;;;;;;;38,5948026948989;;;0;0;0;0;40617;251,303023013391;114;;;;;;;8305,434;3,565;;21,354;36,158152538023;68,678596496582;;;;44,2664367297579;11,1050174164382;56,4574223671533;;;2394927,50570061;;
"353";"Caribbean";"VCT";"St. Vincent & Grenadines";1996;;;;;;;36,3866610384128;;;0;0;0;0;54116;296,1874740284;114;;;;;;;8382,989;3,614;;22,758;34,832664662213;66,193489074707;;;;44,3859599193481;11,0996992150246;54,8734502237547;;;2394927,50570061;;
"354";"Caribbean";"VCT";"St. Vincent & Grenadines";1997;;;;;;;27,7151335311573;;;0;0;0;0;63275;187,786954653186;114;;;;;;;8685,766;0,831;;23,586;33,448299809418;73,7306060791016;;;;44,5111967229227;11,1183827806864;53,4278650378127;;;2394927,50570061;;
"355";"Caribbean";"VCT";"St. Vincent & Grenadines";1998;;;;;;;31,0065440947336;;;1;0;0;1;42830;337,773201501371;114;;;;;;;9061,807;3,295;;23,578;35,370103966759;69,7367858886719;;;;44,6390594079879;11,180581627054;52,2468016287868;;;2394927,50570061;;
"356";"Caribbean";"VCT";"St. Vincent & Grenadines";1999;;;;;;;33,3862265947318;;;0;0;0;0;56031;181,220196978475;114;;;;;;;9241,222;-1,808;;23,522;;70,7812423706055;;;;44,7664602420497;11,2813590476327;51,5142812010856;;;2394927,50570061;;
"357";"Caribbean";"VCT";"St. Vincent & Grenadines";2000;;;;;;;;;;0;0;0;0;50792;247,552631578947;114;;;;;;;9396,432;1,408;;22,968;46,151407286294;63,425609588623;;;;44,8903114926141;11,4142642535231;51,0379855497532;;;2394927,50570061;;
"358";"Caribbean";"VCT";"St. Vincent & Grenadines";2001;;;;;;;;;;0;0;0;0;58976;155,740641628443;114;;;;;;;9535,61;1,504;;22,802;45,721942924921;63,2441711425781;;;;45,0076571524878;11,5300818796725;50,0946956212175;;;2394927,50570061;;
"359";"Caribbean";"VCT";"St. Vincent & Grenadines";2002;;;;;;;;;;0;0;0;0;50238;92,2138767011229;113;;;;;;;9988,666;-0,45;;23,712;48,866191320269;57,567325592041;;;;45,1214266763803;11,6028268551237;48,6049469964664;;;2394927,50570061;;
"360";"Caribbean";"VCT";"St. Vincent & Grenadines";2003;;;;;;;;;;0;0;0;0;63452;187,828309119303;113;;;;;;;10588,462;2,79;;23,475;49,439916353436;60,5522994995117;;;;45,236152710942;11,6828987622442;47,0936596592663;;;2394927,50570061;;
"361";"Caribbean";"VCT";"St. Vincent & Grenadines";2004;;;;;;;;;;0;0;0;0;52286;61,4235761781788;113;;;;;;;10972,905;1,26;;22,144;52,725604545741;57,2079658508301;;;;45,3517185236482;11,783590631194;45,7161999944167;;;2394927,50570061;;
"362";"Caribbean";"VCT";"St. Vincent & Grenadines";2005;;;;;;;;;;0;0;0;0;70782;70,0835421888053;112;;;;;;;11209,174;3,9;;22,402;43,852917444007;65,8723526000977;;;;45,4681221654846;11,9074099819269;44,4251355484499;;;2394927,50570061;;
"363";"Caribbean";"VCT";"St. Vincent & Grenadines";2006;;;;;;;;;;0;0;0;0;78300;54,7377674316388;111;;;;;;;11928,532;4,81;;22,951;36,910348831862;65,4966812133789;;;;45,5853616874371;12,0552729691896;43,1955205056063;;;2394927,50570061;;
"364";"Caribbean";"VCT";"St. Vincent & Grenadines";2007;;;;;;;;;;0;0;0;0;107322;97,8483149337421;111;;;;;;;12282,827;8,34;;24,052;37,499137130582;67,0671310424805;;;;45,7034351404912;12,1977186311787;42,0089872105081;;;2394927,50570061;;
"365";"Caribbean";"VCT";"St. Vincent & Grenadines";2008;;;;;;;;;;0;0;0;0;123147;71,2204310010526;110;;;;;;;12321,62;9,38;;27,026;36,96812258959;68,7871856689453;;;;45,8223405756329;12,3459516153517;40,8785415602876;;;2394927,50570061;;
"366";"Caribbean";"VCT";"St. Vincent & Grenadines";2009;;;;;;;;;;0;0;0;0;98641;58,5488617004801;110;;;;;;;12157,028;-2,21;;28,171;43,383561026598;62,2007827758789;;;;45,9420760438477;12,5518858167276;39,84141212163;;;2394927,50570061;;
"367";"Caribbean";"VCT";"St. Vincent & Grenadines";2010;;;;;;;;;;0;0;0;0;119149;81,0394448842733;109;;;;;;;11624,148;0,9;;27,358;50,721364996558;62,6858978271484;;;;46,0626395961215;12,8551312846848;38,9422678704547;;;2394927,50570061;;
"368";"Caribbean";"VCT";"St. Vincent & Grenadines";2011;;;;;;;;;;0;0;0;0;121797;82,9980720440643;109;;;;;;;11540,028;4,738;;25,876;53,998368504515;63,1364059448242;;;;46,18402928344;13,2366788523319;38,1826741996233;;;2394927,50570061;;
"369";"Caribbean";"VCT";"St. Vincent & Grenadines";2012;;;;;;;;;;0;0;0;0;149728;147,158767805379;108;;;;;;;11648,253;1,037;;24,54;57,834012687409;64,5251922607422;;;;46,3063114823836;13,5370087487849;37,4642410776281;;;2394927,50570061;;
"370";"Caribbean";"VCT";"St. Vincent & Grenadines";2013;;;;;;;;;;0;0;0;0;138170;176,458907499773;107;;;;;;;11907,968;0;;23,662;59,552828080496;65,8999862670898;;;;46,4319347036311;13,7417541125059;36,7495198597155;;;2394927,50570061;;
"371";"Caribbean";"VCT";"St. Vincent & Grenadines";2014;;;;;;;;;;0;0;0;0;130825;81,1059994654163;107;;;;;;;12017,096;0,093;;27,609;64,799864843606;66,5171966552734;;;;46,5579930468544;13,9886393769801;36,0944020320721;;;2394927,50570061;;
